Frames,ARIEL X,ARIEL Y,ARIEL Z,LFHD X,LFHD Y,LFHD Z,LBHD X,LBHD Y,LBHD Z,RFHD X,RFHD Y,RFHD Z,RBHD X,RBHD Y,RBHD Z,C7 X,C7 Y,C7 Z,T10 X,T10 Y,T10 Z,CLAV X,CLAV Y,CLAV Z,STRN X,STRN Y,STRN Z,LFSH X,LFSH Y,LFSH Z,LBSH X,LBSH Y,LBSH Z,LUPA X,LUPA Y,LUPA Z,LELB X,LELB Y,LELB Z,LIEL X,LIEL Y,LIEL Z,LOWR X,LOWR Y,LOWR Z,LIWR X,LIWR Y,LIWR Z,LWRE X,LWRE Y,LWRE Z,LIHAND X,LIHAND Y,LIHAND Z,LOHAND X,LOHAND Y,LOHAND Z,RFSH X,RFSH Y,RFSH Z,RBSH X,RBSH Y,RBSH Z,RUPA X,RUPA Y,RUPA Z,RELB X,RELB Y,RELB Z,RIEL X,RIEL Y,RIEL Z,ROWR X,ROWR Y,ROWR Z,RIWR X,RIWR Y,RIWR Z,RWRE X,RWRE Y,RWRE Z,RIHAND X,RIHAND Y,RIHAND Z,ROHAND X,ROHAND Y,ROHAND Z,LFWT X,LFWT Y,LFWT Z,LMWT X,LMWT Y,LMWT Z,LBWT X,LBWT Y,LBWT Z,RFWT X,RFWT Y,RFWT Z,RMWT X,RMWT Y,RMWT Z,RBWT X,RBWT Y,RBWT Z,LHIP X,LHIP Y,LHIP Z,LKNE X,LKNE Y,LKNE Z,LKNI X,LKNI Y,LKNI Z,LSHN X,LSHN Y,LSHN Z,LANK X,LANK Y,LANK Z,LHEL X,LHEL Y,LHEL Z,LMT5 X,LMT5 Y,LMT5 Z,LMT1 X,LMT1 Y,LMT1 Z,LTOE X,LTOE Y,LTOE Z,RHIP X,RHIP Y,RHIP Z,RKNE X,RKNE Y,RKNE Z,RKNI X,RKNI Y,RKNI Z,RSHN X,RSHN Y,RSHN Z,RANK X,RANK Y,RANK Z,RHEL X,RHEL Y,RHEL Z,RMT5 X,RMT5 Y,RMT5 Z,RMT1 X,RMT1 Y,RMT1 Z,RTOE X,RTOE Y,RTOE Z
110,-841.787,1609.349,-170.904,-802.639,1548.797,-92.666,-693.497,1546.989,-132.193,-846.029,1535.603,-254.973,-742.686,1528.01,-280.361,-649.67,1354.888,-248.254,-641.64,1128.799,-281.476,-805.148,1282.799,-176.655,-857.843,1125.14,-164.322,-728.688,1268.823,-79.95,-574.698,1272.379,-148.697,-590.829,1093.877,-37.03,-631.382,995.326,-8.326,-637.081,985.385,-85.486,-721.719,793.186,15.333,-794.073,816.38,-22.91,-694.696,871.201,11.234,-814.946,734.522,4.298,-756.895,717.396,15.625,-838.504,1295.234,-313.789,-678.46,1289.103,-369.844,-732.065,1195.436,-485.492,-751.535,1086.224,-551.279,-705.199,1049.358,-494.012,-737.13,880.844,-647.05,-815.284,869.032,-628.407,-769.481,974.733,-613.062,-807.61,828.157,-665.644,-742.359,809.757,-679.435,-776.54,936.922,-83.24,-904.158,958.845,-146.638,-649.357,922.847,-211.916,-920.372,970.325,-273.771,-707.824,936.065,-301.096,-771.129,949.029,-360,-804.784,599.396,-71.392,-777.208,417.967,-118.383,0,0,0,-682.369,375.331,-212.571,-578.008,208.417,-377.153,-544.494,226.513,-464.232,-643.003,79.751,-351.871,-694.802,118.671,-417.606,-715.765,59.765,-372.827,-943.417,614.352,-312.948,-1010.315,471.372,-211.378,-944.839,460.679,-133.203,-1030.864,284.746,-174.187,-1015.147,82.397,-204.179,-928.613,47.915,-220.005,-1118.613,48.177,-102.592,-1057.884,55.989,-55.421,-1104.679,51.483,-33.624
111,-836.047,1606.888,-177.152,-797.303,1546.386,-98.619,-687.831,1544.901,-137.273,-839.385,1533.122,-261.254,-735.795,1525.832,-285.828,-642.892,1352.682,-253.323,-634.404,1126.634,-287.321,-798.928,1280.447,-182.921,-851.923,1122.897,-170.931,-723.171,1266.243,-85.87,-568.688,1269.796,-153.355,-585.974,1091.362,-40.491,-626.441,992.862,-11.561,-631.352,982.408,-88.777,-716.727,790.822,12.555,-788.721,813.643,-26.836,-689.913,868.833,7.979,-809.813,731.815,0.46,-751.865,714.98,12.734,-831.434,1293.107,-320.344,-670.756,1287.001,-375.027,-722.244,1193.647,-490.864,-739.96,1084.635,-557.101,-694.36,1047.86,-499.085,-721.404,880.232,-653.83,-799.603,867.01,-636.637,-755.559,973.38,-619.808,-790.526,826.48,-674.021,-724.677,809.405,-686.817,-770.863,934.352,-89.658,-898.497,956.537,-153.035,-643.581,920.802,-218.518,-914.697,968.551,-280.115,-702.012,934.037,-307.822,-765.39,947.14,-366.709,-798.236,596.045,-82.096,-768.97,415.042,-131.492,-860.402,399.453,-211.212,-671.596,370.629,-223.427,-566.09,202.563,-385.989,-530.464,220.666,-472.129,-632.385,74.181,-362.485,-681.963,113.165,-429.894,-704.394,54.305,-385.8,-938.975,613.133,-318.573,-1007.035,471.2,-216.304,-941.62,460.803,-137.677,-1028.964,285.208,-177.084,-1015.049,82.381,-204.785,-928.615,47.729,-220.202,-1118.698,48.052,-102.708,-1058.196,57.057,-55.821,-1105.032,51.904,-33.882
112,-830.277,1604.4,-183.205,-791.956,1543.998,-104.413,-682.193,1542.901,-142.199,-832.707,1530.742,-267.375,-728.918,1523.809,-291.113,-636.048,1350.613,-258.336,-627.981,1124.516,-293.052,-792.586,1278.161,-189.194,-845.78,1120.702,-177.57,-717.451,1263.645,-91.777,-562.471,1267.295,-157.995,-581.058,1088.826,-43.995,-621.6,990.436,-14.867,-625.525,979.435,-92.108,-711.685,788.509,9.78,-783.316,810.82,-30.719,-685.127,866.486,4.724,-804.607,729.252,-2.851,-746.72,712.661,10.254,-824.22,1291.083,-326.875,-663.031,1285.072,-380.238,-712.475,1192.006,-496.232,-728.427,1083.199,-562.806,-683.56,1046.534,-504.136,-705.775,879.85,-660.458,-783.922,865.102,-644.496,-741.742,972.194,-626.367,-773.505,824.949,-681.914,-707.119,809.304,-693.939,-764.954,932.026,-95.951,-892.583,954.266,-159.548,-637.511,918.891,-225.403,-908.74,966.837,-286.621,-696.281,932.147,-314.593,-759.381,945.408,-373.556,-791.548,592.993,-92.962,-760.628,412.306,-144.829,-849.734,397.794,-225.86,-660.807,365.495,-234.325,-554.906,195.423,-394.184,-517.591,213.185,-479.528,-621.959,67.202,-371.632,-669.566,105.531,-440.831,-693.102,46.986,-397.042,-934.626,612.061,-324.87,-1002.974,470.96,-221.611,-938.156,460.886,-142.63,-1026.859,285.803,-180.465,-1014.961,82.411,-205.664,-928.621,47.485,-220.568,-1118.571,47.849,-102.811,-1058.584,58.809,-56.281,-1105.537,52.642,-34.275
113,-824.578,1601.935,-189.054,-786.649,1541.614,-110.052,-676.569,1541.021,-146.935,-826.061,1528.375,-273.338,-722.078,1521.918,-296.268,-629.171,1348.71,-263.234,-620.889,1122.736,-298.972,-786.144,1275.948,-195.419,-839.422,1118.581,-184.221,-711.657,1261.046,-97.638,-556.125,1264.939,-162.652,-575.969,1086.299,-47.652,-616.826,988.144,-18.235,-619.766,976.399,-95.449,-706.555,786.306,7.019,-778.115,808.316,-34.59,-680.264,864.164,1.482,-799.312,726.818,-5.763,-741.486,710.483,8.113,-816.875,1289.169,-333.343,-655.239,1283.427,-385.354,-702.73,1190.563,-501.511,-717.007,1081.981,-568.419,-672.786,1045.467,-509.178,-690.304,879.732,-666.944,-768.305,863.346,-652.014,-728.012,971.215,-632.777,-756.565,823.554,-689.378,-689.676,809.506,-700.802,-758.685,929.716,-102.683,-886.362,952.07,-166.214,-631.202,917.121,-232.39,-902.436,965.172,-293.224,-689.786,930.517,-321.674,-753.12,943.912,-380.556,-784.68,590.226,-103.796,-752.086,410.01,-158.452,-838.533,396.67,-240.726,-650.154,359.979,-245.366,-544.74,186.795,-401.724,-505.987,204.101,-486.255,-611.99,58.564,-379.346,-657.766,95.614,-450.456,-682.128,37.505,-406.664,-929.444,610.952,-331.41,-998.576,470.824,-227.495,-934.347,460.99,-148.01,-1024.565,286.477,-184.281,-1014.873,82.439,-206.746,-928.668,47.215,-221.08,-1118.575,48.018,-103.184,-1058.947,61.356,-56.97,-1106.135,54.149,-34.979
114,-818.916,1599.538,-194.661,-781.343,1539.217,-115.501,-670.969,1539.19,-151.523,-819.453,1526.105,-279.106,-715.265,1520.169,-301.222,-622.243,1346.965,-268.031,-613.579,1121.146,-304.879,-779.899,1274.009,-201.296,-832.862,1116.57,-190.901,-705.602,1258.497,-103.453,-549.534,1262.742,-167.366,-570.794,1083.785,-51.521,-611.893,985.825,-21.677,-613.959,973.498,-98.886,-701.219,784.193,4.399,-772.555,805.619,-38.292,-675.209,861.975,-1.697,-793.866,724.54,-8.315,-736.114,708.462,6.239,-809.564,1287.395,-339.639,-647.415,1282.024,-390.411,-693.002,1189.377,-506.772,-705.695,1081.019,-573.949,-662.066,1044.612,-514.149,-675.056,879.869,-673.181,-752.803,861.822,-659.155,-714.481,970.494,-638.97,-739.838,822.314,-696.394,-672.424,809.997,-707.41,-752.142,927.584,-109.46,-879.919,950.012,-173.065,-624.617,915.52,-239.5,-895.812,963.609,-300.053,-683.093,929.049,-328.769,-746.498,942.616,-387.639,-777.388,587.711,-114.688,-742.923,408.029,-171.68,-827.051,395.919,-255.448,-639.695,354.123,-256.512,-535.624,176.66,-408.207,-495.678,192.905,-492.486,-602.191,50.72,-385.88,-646.57,83.247,-459.553,-673.222,34.763,-415.176,-923.774,609.764,-338.209,-993.828,470.649,-233.589,-930.196,461.049,-153.873,-1022.133,287.241,-188.568,-1014.761,82.491,-208.158,-928.67,46.901,-221.699,-1118.501,48.448,-103.769,-1059.097,64.423,-57.947,-1106.63,56.714,-35.908
115,-813.311,1597.135,-200.067,-776.023,1536.795,-120.777,-665.422,1537.345,-155.967,-812.869,1523.876,-284.701,-708.471,1518.486,-305.992,-615.31,1345.363,-272.735,-606.09,1119.692,-310.872,-773.207,1272.033,-207.29,-826.075,1114.628,-197.607,-699.378,1256.035,-109.152,-542.443,1260.832,-172.101,-565.438,1081.297,-55.572,-606.798,983.655,-25.249,-608.191,970.681,-102.391,-695.752,782.243,1.783,-766.974,803.086,-41.837,-670.065,859.892,-4.909,-788.269,722.414,-10.678,-730.571,706.57,4.519,-802.016,1285.741,-345.809,-639.584,1280.865,-395.38,-683.331,1188.409,-511.947,-694.546,1080.296,-579.378,-651.512,1044.007,-519.011,-660.093,880.305,-679.364,-737.544,860.483,-665.975,-701.172,970.026,-645.016,-723.428,821.167,-702.98,-655.62,810.704,-713.653,-745.369,925.588,-116.342,-873.043,947.943,-180.143,-617.794,914.037,-246.627,-888.765,962.152,-307.107,-676.047,927.705,-336.006,-739.424,941.471,-394.873,-769.693,585.469,-125.904,-733.386,406.508,-185.006,-815.279,395.273,-269.908,-629.381,347.924,-267.59,-527.012,165.302,-414.033,-486.138,177.925,-498.503,-597.844,47.045,-392.914,-635.559,70.705,-472.079,-669.216,35.416,-420.313,-917.592,608.566,-345.335,-988.958,470.435,-240.234,-925.83,460.97,-160.369,-1019.517,288.021,-193.449,-1014.669,82.574,-209.891,-928.676,46.557,-222.594,-1118.649,49.194,-104.72,-1059.254,68.281,-59.542,-1107.128,60.433,-37.291
116,-807.678,1594.734,-205.315,-770.671,1534.358,-125.91,-659.853,1535.471,-160.271,-806.303,1521.687,-290.094,-701.703,1516.828,-310.617,-608.381,1343.85,-277.388,-598.51,1118.404,-316.825,-766.343,1270.115,-213.147,-819.092,1112.7,-204.292,-692.967,1253.669,-114.821,-535.375,1259.031,-176.927,-559.864,1078.873,-59.841,-601.48,981.573,-29.058,-602.475,967.99,-106.049,-690.067,780.428,-0.772,-761.371,800.77,-45.404,-664.666,857.968,-8.109,-782.511,720.459,-12.765,-724.83,704.885,2.994,-794.514,1284.253,-351.839,-631.75,1279.96,-400.294,-673.72,1187.686,-517.091,-683.577,1079.807,-584.787,-641.099,1043.629,-523.886,-645.523,881.002,-685.405,-722.543,859.339,-672.473,-688.213,969.777,-650.963,-707.284,820.346,-709.463,-639.141,811.705,-719.863,-738.455,923.696,-123.264,-865.94,945.973,-187.49,-610.942,912.578,-253.725,-881.225,960.762,-314.398,-668.598,926.479,-343.311,-731.862,940.405,-402.225,-761.55,583.443,-137.185,-723.426,405.2,-198.332,-803.27,394.587,-284.024,-618.451,341.715,-277.893,-520.189,152.248,-418.73,-476.498,160.467,-502.047,-593.824,43.31,-398.705,-631.322,60.877,-478.706,-666.9,35.475,-425.303,-910.879,607.324,-352.774,-984.156,470.223,-247.782,-921.218,460.82,-167.437,-1016.738,288.858,-198.914,-1014.564,82.662,-211.952,-928.708,46.176,-223.578,-1118.159,50.436,-106.174,-1059.454,73.157,-61.806,-1107.372,66.228,-39.268
117,-801.988,1592.365,-210.352,-765.294,1531.891,-130.868,-654.067,1533.571,-164.202,-799.721,1519.551,-295.315,-694.989,1515.113,-315.105,-601.409,1342.425,-281.943,-590.802,1117.228,-322.773,-759.379,1268.253,-218.913,-811.89,1110.804,-211.032,-686.437,1251.385,-120.302,-528.419,1257.262,-181.739,-554.068,1076.52,-64.403,-595.9,979.598,-33.036,-596.767,965.437,-109.858,-684.182,778.791,-3.313,-755.451,798.477,-48.479,-659.004,856.19,-11.316,-776.573,718.684,-14.704,-718.896,703.378,1.539,-786.817,1282.773,-357.812,-623.913,1279.169,-405.13,-664.235,1187.156,-522.19,-672.908,1079.503,-590.154,-630.86,1043.459,-528.833,-631.47,881.901,-691.478,-707.939,858.36,-678.733,-675.618,969.747,-656.85,-691.601,819.69,-715.648,-623.316,812.82,-725.817,-731.355,921.868,-130.213,-858.545,943.979,-195.156,-603.532,911.339,-260.748,-873.223,959.373,-322.061,-660.71,925.359,-350.643,-723.792,939.414,-409.812,-753.373,581.553,-148.348,-713.122,404.173,-211.649,-790.854,393.736,-297.771,-607.724,335.48,-288.185,-514.185,139.589,-423.368,-468.555,144.199,-505.994,-591.539,41.262,-402.749,-630.164,53.29,-483.036,-665.667,36.116,-428.459,-903.597,605.938,-360.785,-978.871,469.861,-255.729,-916.488,460.603,-174.561,-1013.754,289.673,-204.988,-1014.389,82.784,-214.26,-928.741,45.806,-224.561,-1117.788,52.618,-107.739,-1059.391,78.772,-64.431,-1107.373,73.226,-41.637
118,-796.273,1590.014,-215.193,-759.845,1529.467,-135.652,-648.365,1531.639,-168.18,-793.206,1517.422,-300.354,-688.33,1513.418,-319.445,-594.474,1341.092,-286.451,-582.959,1116.211,-328.762,-752.272,1266.384,-224.552,-804.542,1108.906,-217.718,-679.766,1249.203,-125.674,-521.465,1255.54,-186.633,-547.961,1074.333,-69.141,-589.989,977.727,-37.163,-590.818,963.12,-113.987,-678.066,777.286,-5.859,-749.332,796.336,-51.285,-653.042,854.521,-14.603,-770.434,717.03,-16.429,-712.733,702.007,0.095,-779.235,1281.382,-363.557,-616.117,1278.54,-409.93,-654.914,1186.771,-527.325,-662.541,1079.326,-595.568,-620.796,1043.459,-533.922,-617.992,882.968,-697.654,-693.795,857.526,-684.81,-663.501,969.893,-662.785,-676.464,819.101,-721.639,-608.056,814.091,-731.836,-724.125,920.094,-137.126,-850.911,941.974,-203.102,-595.689,910.178,-267.731,-864.701,957.925,-330.067,-652.375,924.212,-358.033,-715.201,938.431,-417.526,-745.344,579.934,-159.227,-702.876,403.188,-224.144,-778.304,392.567,-310.659,-596.913,329.562,-297.694,-506.094,132.022,-430.421,-459.247,132.475,-512.366,-590.807,41.084,-403.771,-627.042,51.344,-486.531,-665.119,36.202,-429.63,-895.247,604.695,-368.855,-973.074,469.323,-264.451,-911.516,460.337,-182.951,-1010.449,290.453,-211.679,-1014.127,82.96,-216.633,-928.714,45.371,-225.7,-1117.143,55.571,-109.015,-1058.899,84.705,-67.171,-1106.897,80.559,-44.049
119,-790.6,1587.743,-219.879,-754.418,1527.113,-140.245,-642.729,1529.765,-172.079,-786.756,1515.407,-305.212,-681.756,1511.782,-323.649,-587.512,1339.841,-290.871,-575.013,1115.34,-334.731,-745.165,1264.539,-230.111,-797.059,1106.959,-224.418,-673.043,1247.064,-130.976,-514.476,1253.915,-191.497,-541.678,1072.22,-74.093,-583.699,975.899,-41.453,-584.843,960.832,-118.175,-671.688,775.91,-8.468,-743.112,794.414,-53.905,-646.747,852.975,-17.903,-764.071,715.549,-18.004,-706.271,700.776,-1.432,-771.613,1280.032,-369.153,-608.377,1278.07,-414.696,-645.746,1186.516,-532.535,-652.55,1079.283,-601.101,-610.959,1043.583,-539.169,-605.185,884.155,-704.007,-680.24,856.788,-690.7,-651.935,970.111,-668.782,-662.058,818.607,-727.409,-593.592,815.471,-737.973,-716.916,918.371,-143.899,-843.04,939.942,-211.406,-587.831,909.119,-274.652,-855.727,956.368,-338.429,-643.689,923.132,-365.428,-706.032,937.424,-425.446,-737.635,578.449,-168.946,-693.464,402.198,-235.191,-766.345,391.24,-322.264,-586.438,325.167,-306.439,-498.472,128.653,-436.599,-451.361,125.838,-518.509,-587.697,40.52,-406.319,-623.079,50.384,-489.211,-660.994,37.655,-432.789,-886.593,603.203,-377.723,-966.805,468.676,-273.97,-906.372,459.996,-191.54,-1006.686,291.111,-218.974,-1013.5,83.21,-219.15,-928.513,44.758,-227.071,-1116.143,59.388,-110.338,-1057.806,91.129,-70.144,-1105.802,88.52,-46.799
120,-784.994,1585.637,-224.386,-749.03,1524.917,-144.677,-637.155,1528.074,-175.856,-780.391,1513.523,-309.861,-675.246,1510.336,-327.745,-580.535,1338.846,-295.25,-566.906,1114.671,-340.667,-737.946,1262.697,-235.576,-789.544,1105.011,-231.065,-666.232,1244.96,-136.156,-507.838,1252.391,-196.09,-535.168,1070.197,-79.129,-577.106,974.124,-45.801,-578.655,958.682,-122.5,-665.062,774.566,-11.172,-736.51,792.576,-56.149,-640.155,851.457,-21.216,-757.471,714.211,-19.521,-699.612,699.595,-3.065,-763.901,1278.723,-374.622,-600.617,1277.809,-419.447,-636.821,1186.309,-537.849,-642.952,1079.294,-606.699,-601.366,1043.79,-544.675,-593.14,885.427,-710.565,-667.344,856.188,-696.499,-641.036,970.438,-674.835,-648.41,818.215,-733.108,-579.953,816.892,-744.259,-709.867,916.788,-150.476,-835.199,937.973,-219.932,-579.753,908.31,-281.517,-846.399,954.775,-347.159,-634.737,922.087,-372.789,-696.403,936.401,-433.577,-730.401,577.345,-177.18,-684.452,401.611,-244.034,-755.288,391.117,-332.188,-577.276,322.676,-314.023,-493.094,123.27,-442.893,-446.387,116.484,-524.952,-586.58,40.374,-408.074,-620.87,48.233,-492.107,-659.997,37.931,-434.086,-877.356,601.578,-387.006,-959.832,467.735,-284.032,-900.861,459.622,-200.422,-1002.363,291.676,-226.768,-1012.306,83.739,-221.933,-928.03,43.934,-228.544,-1114.764,64.343,-111.728,-1056.4,97.806,-73.766,-1104.048,97.276,-49.96
121,-779.564,1583.709,-228.697,-743.798,1522.901,-148.99,-631.755,1526.662,-179.493,-774.139,1511.86,-314.418,-668.851,1509.217,-331.655,-573.62,1338.143,-299.519,-558.749,1114.226,-346.496,-730.755,1260.93,-241.028,-782.036,1103.122,-237.87,-659.438,1242.869,-141.332,-502.024,1250.618,-200.481,-528.478,1068.251,-84.16,-570.225,972.364,-50.21,-572.298,956.625,-126.88,-658.119,773.241,-14.048,-730.042,791.069,-58.679,-633.298,849.944,-24.59,-750.662,713.031,-20.944,-692.625,698.463,-4.851,-756.166,1277.532,-380.048,-592.849,1277.704,-424.245,-628.165,1186.145,-543.312,-633.852,1079.345,-612.367,-592.093,1043.998,-550.303,-581.838,886.763,-717.274,-655.137,855.736,-702.217,-630.744,970.81,-680.913,-635.649,817.987,-738.765,-567.312,818.366,-750.756,-702.986,915.434,-157.058,-826.997,935.979,-229.212,-571.552,907.773,-288.273,-836.844,953.156,-356.266,-625.511,921.187,-380.107,-686.148,935.378,-441.897,-722.944,577.511,-184.848,-675.848,401.927,-251.032,-745.687,392.442,-340.025,-570.627,321.166,-321.367,-490.029,117.739,-449.457,-444.191,107.296,-532.003,-586.49,40.305,-408.086,-621.009,46.959,-492.856,-659.954,37.818,-434.107,-867.62,599.849,-396.698,-952.186,466.52,-294.677,-894.801,459.067,-209.59,-997.323,292.145,-234.94,-1010.543,84.562,-225.004,-927.147,42.846,-230.138,-1113.238,70.664,-113.902,-1054.2,105.076,-77.674,-1101.814,106.463,-53.826
122,-774.26,1581.911,-232.884,-738.67,1520.989,-153.159,-626.449,1525.463,-182.915,-767.948,1510.461,-318.847,-662.55,1508.464,-335.433,-566.727,1337.7,-303.709,-550.69,1114.081,-352.097,-723.806,1259.375,-246.43,-774.638,1101.385,-244.828,-652.723,1240.838,-146.537,-495.303,1249.566,-204.944,-521.73,1066.446,-89.173,-563.16,970.686,-54.533,-565.832,954.697,-131.193,-650.872,771.939,-17.136,-723.223,789.644,-60.945,-626.143,848.42,-28.068,-743.6,711.898,-22.29,-685.395,697.354,-6.896,-748.505,1276.616,-385.566,-584.991,1277.905,-429.042,-619.719,1186.153,-548.859,-625.17,1079.523,-618.019,-583.122,1044.298,-556.027,-571.39,888.181,-724.093,-643.691,855.473,-707.817,-621.074,971.283,-686.981,-623.853,817.974,-744.398,-555.719,819.92,-757.432,-696.293,914.409,-163.989,-819.227,934.407,-238.511,-563.166,907.612,-294.758,-827.36,951.628,-365.654,-616.256,920.653,-387.122,-675.694,934.357,-450.079,-715.113,578.422,-191.452,-666.949,403.005,-257.311,-737.118,394.234,-346.407,-564.172,319.221,-327.875,-487.916,113.802,-456.416,-443.292,100.129,-539.286,-586.09,40.459,-409.306,-621.156,45.274,-494.587,-659.546,37.775,-434.501,-857.25,598.06,-406.503,-943.428,464.965,-305.675,-888.097,458.388,-218.873,-991.68,292.655,-243.368,-1008.347,85.616,-228.62,-925.864,41.699,-231.732,-1111.869,77.507,-117.574,-1052.227,112.325,-82.461,-1099.959,115.656,-58.967
123,-769.068,1580.28,-236.9,-733.605,1519.173,-157.297,-621.25,1524.452,-186.296,-761.815,1509.306,-323.206,-656.304,1507.996,-339.142,-559.925,1337.508,-307.839,-542.705,1114.154,-357.534,-717.03,1258.094,-251.919,-767.366,1099.911,-252.04,-646.187,1238.979,-151.842,-488.661,1248.845,-209.265,-514.882,1064.906,-94.098,-555.762,969.203,-58.709,-559.134,952.994,-135.444,-643.301,770.668,-20.382,-716.195,788.399,-63.197,-618.774,846.96,-31.613,-736.271,710.965,-23.73,-677.844,696.312,-9.224,-740.89,1276.052,-391.138,-577.136,1278.331,-433.752,-611.427,1186.31,-554.486,-616.88,1079.905,-623.679,-574.537,1044.802,-561.831,-561.735,889.694,-730.949,-633.143,855.487,-713.383,-612.124,971.899,-692.984,-613.086,818.233,-750.103,-545.265,821.587,-764.316,-689.765,913.946,-171.358,-811.751,933.283,-248.048,-554.625,907.927,-300.845,-818.095,950.351,-375.279,-606.904,920.393,-393.649,-665.148,933.433,-457.72,-706.714,579.234,-197.224,-657.955,404.129,-263.519,-729.276,395.823,-352.119,-558.027,316.285,-334.252,-486.944,110.022,-462.573,-443.31,93.644,-545.68,-586.004,40.702,-410.023,-621.587,43.469,-496.235,-659.467,37.579,-434.65,-846.236,596.263,-416.263,-934.591,463.356,-316.858,-880.678,457.608,-228.949,-985.49,293.257,-252.094,-1005.788,86.901,-232.946,-924.345,40.581,-233.408,-1110.936,84.115,-123.179,-1050.969,119.335,-88.614,-1099.097,124.456,-66.113
124,-763.956,1578.902,-240.798,-728.609,1517.505,-161.433,-616.087,1523.581,-189.62,-755.907,1508.427,-327.068,-650.167,1507.824,-342.724,-553.146,1337.487,-312.024,-534.773,1114.438,-362.844,-710.422,1257.181,-257.568,-760.303,1098.775,-259.573,-639.865,1237.361,-157.305,-482.163,1248.334,-213.521,-508.022,1063.624,-98.873,-548.395,967.854,-62.994,-552.396,951.461,-139.562,-635.488,769.42,-23.935,-708.87,787.25,-65.315,-611.062,845.637,-35.122,-728.697,710.217,-25.255,-670.036,695.321,-11.814,-733.424,1275.964,-396.833,-569.348,1278.9,-438.507,-603.228,1186.681,-560.072,-608.985,1080.414,-629.356,-566.244,1045.418,-567.73,-552.906,891.206,-737.737,-623.404,855.793,-718.907,-603.772,972.618,-698.909,-603.221,818.774,-755.556,-535.798,823.334,-771.23,-683.397,913.959,-179.102,-804.557,932.576,-257.547,-546.02,908.589,-306.411,-809.11,949.296,-384.923,-597.413,920.274,-399.739,-654.557,932.501,-464.759,-697,580.019,-202.603,-649.684,404.642,-269.764,-722.712,396.726,-357.123,-552.677,312.954,-340.716,-486.654,106.563,-468.045,-443.698,87.951,-550.967,-585.991,40.983,-410.726,-622.562,42.347,-497.049,-659.483,37.326,-434.659,-834.729,594.539,-425.765,-925.014,461.733,-327.854,-872.729,456.868,-238.63,-978.934,293.989,-261.164,-1002.668,88.341,-238.032,-922.368,39.315,-235.202,-1110.463,90.048,-131.027,-1050.792,125.564,-96.066,-1099.41,132.099,-75.093
125,-758.903,1577.784,-244.628,-723.68,1516.024,-165.535,-611.01,1522.937,-192.95,-749.935,1507.93,-331.312,-644.121,1508.03,-346.368,-546.439,1337.702,-316.321,-527.029,1114.957,-368.145,-704.021,1256.647,-263.388,-753.39,1098.043,-267.319,-633.816,1236.107,-162.902,-475.833,1248.152,-217.84,-501.101,1062.639,-103.593,-540.876,966.796,-67.161,-545.374,950.151,-143.688,-627.305,768.287,-27.595,-701.478,786.473,-67.839,-603.137,844.454,-38.796,-720.783,709.658,-27.001,-661.952,694.415,-14.702,-726.112,1276.23,-402.709,-561.653,1279.688,-443.278,-595.156,1187.326,-565.703,-601.222,1081.189,-635.154,-558.293,1046.269,-573.649,-544.821,892.8,-744.438,-614.539,856.485,-724.463,-595.913,973.522,-704.853,-594.509,819.721,-761.477,-527.431,825.181,-778.26,-676.976,914.316,-186.912,-797.463,932.211,-266.921,-537.344,909.397,-311.531,-800.184,948.449,-394.469,-587.863,920.371,-405.308,-643.971,931.784,-471.262,-687.719,580.256,-207.976,-642.292,404.747,-275.894,-717.288,397.106,-361.936,-548.405,310.547,-347.475,-486.595,103.326,-473.123,-444.505,82.775,-556.024,-586.016,41.304,-411.823,-623.441,40.729,-498.441,-659.588,37.151,-434.809,-822.873,593.033,-434.955,-914.722,460.294,-338.23,-864.526,456.264,-248.184,-972.094,294.824,-270.726,-998.645,89.987,-244.147,-919.522,37.791,-237.11,-1110.3,95.151,-141.595,-1051.597,130.788,-105.044,-1101.159,138.297,-86.219
