Frames,ARIEL X,ARIEL Y,ARIEL Z,LFHD X,LFHD Y,LFHD Z,LBHD X,LBHD Y,LBHD Z,RFHD X,RFHD Y,RFHD Z,RBHD X,RBHD Y,RBHD Z,C7 X,C7 Y,C7 Z,T10 X,T10 Y,T10 Z,CLAV X,CLAV Y,CLAV Z,STRN X,STRN Y,STRN Z,LFSH X,LFSH Y,LFSH Z,LBSH X,LBSH Y,LBSH Z,LUPA X,LUPA Y,LUPA Z,LELB X,LELB Y,LELB Z,LIEL X,LIEL Y,LIEL Z,LOWR X,LOWR Y,LOWR Z,LIWR X,LIWR Y,LIWR Z,LWRE X,LWRE Y,LWRE Z,LIHAND X,LIHAND Y,LIHAND Z,LOHAND X,LOHAND Y,LOHAND Z,RFSH X,RFSH Y,RFSH Z,RBSH X,RBSH Y,RBSH Z,RUPA X,RUPA Y,RUPA Z,RELB X,RELB Y,RELB Z,RIEL X,RIEL Y,RIEL Z,ROWR X,ROWR Y,ROWR Z,RIWR X,RIWR Y,RIWR Z,RWRE X,RWRE Y,RWRE Z,RIHAND X,RIHAND Y,RIHAND Z,ROHAND X,ROHAND Y,ROHAND Z,LFWT X,LFWT Y,LFWT Z,LMWT X,LMWT Y,LMWT Z,LBWT X,LBWT Y,LBWT Z,RFWT X,RFWT Y,RFWT Z,RMWT X,RMWT Y,RMWT Z,RBWT X,RBWT Y,RBWT Z,LHIP X,LHIP Y,LHIP Z,LKNE X,LKNE Y,LKNE Z,LKNI X,LKNI Y,LKNI Z,LSHN X,LSHN Y,LSHN Z,LANK X,LANK Y,LANK Z,LHEL X,LHEL Y,LHEL Z,LMT5 X,LMT5 Y,LMT5 Z,LMT1 X,LMT1 Y,LMT1 Z,LTOE X,LTOE Y,LTOE Z,RHIP X,RHIP Y,RHIP Z,RKNE X,RKNE Y,RKNE Z,RKNI X,RKNI Y,RKNI Z,RSHN X,RSHN Y,RSHN Z,RANK X,RANK Y,RANK Z,RHEL X,RHEL Y,RHEL Z,RMT5 X,RMT5 Y,RMT5 Z,RMT1 X,RMT1 Y,RMT1 Z,RTOE X,RTOE Y,RTOE Z
42,-1049.114,1642.745,283.317,-1001.645,1583.502,358.006,-904.655,1563.365,297.259,-1080.339,1564.02,210.564,-986.7,1539.956,164.582,-886.709,1382.007,191.607,-859.999,1158.879,158.007,-1026.831,1298.838,285.754,-1066.091,1136.469,299.856,-938.474,1295.918,369.311,-793.713,1306.348,286.679,-795.868,1179.874,485.033,-816.655,1132.002,580.662,-851.775,1075.238,537.854,-880.606,1030.759,763.079,-962.899,1047.223,751.39,-862.21,1073.223,698.444,-961.753,1021.84,836.111,-905.276,996.452,832.942,-1077.579,1307.046,156.864,-930.124,1313.858,73.373,-1019.435,1201.297,-28.98,-1070.01,1090.79,-80.102,-1011.745,1051.746,-37.115,-1117.023,880.291,-149.429,-1177.335,874.006,-97.033,-1121.859,977.115,-116.728,-1188.645,830.507,-130.653,-1136.927,809.787,-173.353,-968.356,959.372,366.307,-1100.389,964.178,306.24,-843.862,955.178,230.138,-1118.151,975.749,179.184,-905.003,961.085,142.033,-971.237,969.594,85.336,-966.882,657.153,435.705,-944.767,472.723,444.108,-1036.208,439.739,386.394,-893.85,334.155,434.258,-912.071,86.361,460.689,-889.004,37.625,388.315,-999.245,40.431,570.157,-1056.066,39.785,491.184,-1077.476,34.831,567.018,-1103.981,622.763,90.632,-1165.153,457.562,147.916,-1106.095,426.928,228.851,-1120.065,288.704,72.181,-1036.446,165.433,-64.448,-942.562,157.18,-95.09,-1125.667,77.706,-3.176,-1068.72,67.96,47.048,-1116.52,43.92,59.267
43,-1048.236,1642.054,277.885,-1000.859,1582.869,352.664,-903.768,1562.708,292.066,-1079.375,1563.285,205.126,-985.67,1539.23,159.277,-885.565,1381.114,187.091,-858.757,1157.902,154.239,-1026.269,1298.183,280.483,-1065.651,1135.818,294.725,-938.55,1295.512,364.683,-793.259,1305.674,283,-797.312,1180.007,481.982,-819.233,1132.688,577.745,-854.411,1075.891,535.037,-886.701,1033.94,760.361,-968.431,1051.37,747.454,-866.916,1075.549,695.568,-968.851,1026.817,832.484,-912.703,1000.607,830.206,-1076.163,1306.124,151.198,-928.12,1312.749,68.727,-1016.554,1200.516,-34.39,-1067.02,1090.144,-86.272,-1009.146,1050.995,-42.9,-1113.963,879.664,-155.994,-1174.516,873.387,-103.822,-1118.899,976.564,-123.269,-1185.726,829.825,-137.643,-1133.653,809.1,-179.868,-968.399,958.839,362.094,-1100.113,963.551,301.345,-843.231,954.431,226.517,-1117.169,975.016,174.199,-903.929,960.263,138.166,-970.37,968.56,81.552,-967.367,657.286,432.385,-945.067,472.887,442.216,-1036.326,439.536,384.522,-893.974,334.268,433.158,-911.985,86.574,460.86,-888.77,37.699,388.678,-999.278,40.45,570.327,-1055.95,39.792,491.242,-1077.473,34.79,567.035,-1103.269,622.315,85.198,-1165.077,457.042,141.706,-1105.745,425.976,222.257,-1120.27,288.392,65.038,-1037.085,165.79,-72.455,-943.319,157.831,-103.421,-1125.934,77.479,-11.443,-1068.836,67.566,38.563,-1116.581,43.454,50.854
44,-1047.356,1641.301,272.316,-1000.052,1582.147,347.166,-902.878,1562.004,286.734,-1078.389,1562.531,199.545,-984.646,1538.476,153.812,-884.438,1380.197,182.285,-857.483,1156.917,150.205,-1025.623,1297.434,274.931,-1065.25,1135.182,289.459,-938.542,1295.056,359.795,-792.735,1304.966,279.028,-798.506,1180.019,478.569,-821.552,1133.087,574.325,-856.833,1076.375,531.661,-892.673,1036.669,756.96,-973.758,1055.123,742.778,-871.428,1077.455,692.044,-975.876,1031.312,828.002,-920.11,1004.311,826.72,-1074.561,1305.146,145.304,-926.206,1311.626,63.918,-1013.722,1199.679,-39.871,-1064.12,1089.423,-92.481,-1006.621,1050.202,-48.896,-1111.08,878.971,-162.454,-1171.825,872.689,-110.417,-1116.07,975.912,-129.732,-1182.89,829.055,-144.191,-1130.656,808.282,-186.172,-968.355,958.265,357.661,-1099.781,962.888,296.264,-842.59,953.62,222.755,-1116.141,974.225,168.996,-902.794,959.408,134.071,-968.693,967.836,76.908,-967.688,657.362,428.885,-945.38,472.999,440.203,-1036.452,439.253,382.603,-894.087,334.37,432.04,-911.929,86.813,461.022,-888.515,37.785,389.039,-999.289,40.389,570.523,-1055.775,39.805,491.321,-1077.471,34.74,567.087,-1102.414,621.844,79.54,-1164.744,456.481,135.24,-1105.305,424.818,215.513,-1120.415,288.021,57.8,-1037.806,165.816,-80.401,-944.161,158.024,-111.777,-1126.31,77.031,-19.537,-1069.047,66.997,30.213,-1116.672,42.755,42.582
45,-1046.526,1640.482,266.604,-999.293,1581.352,341.543,-902.026,1561.251,281.223,-1077.428,1561.686,193.793,-983.599,1537.706,148.217,-883.326,1379.219,177.262,-856.206,1155.867,145.94,-1025.003,1296.74,269.299,-1064.737,1134.511,283.892,-938.46,1294.549,354.621,-792.169,1304.219,274.72,-799.475,1179.879,474.766,-823.641,1133.201,570.382,-858.904,1076.545,527.678,-898.523,1038.97,752.825,-979.107,1058.49,737.365,-875.75,1078.958,687.894,-982.809,1035.363,822.705,-927.456,1007.53,822.458,-1073.147,1304.193,139.287,-924.316,1310.437,58.856,-1010.998,1198.803,-45.39,-1061.314,1088.678,-98.846,-1004.119,1049.359,-54.971,-1108.453,878.174,-168.868,-1169.272,871.938,-116.79,-1113.408,975.187,-136.167,-1180.097,828.09,-150.284,-1127.92,807.37,-192.339,-968.335,957.653,352.998,-1099.424,962.19,290.924,-841.94,952.735,218.785,-1115.089,973.417,163.601,-901.585,958.494,129.792,-966.781,967.246,72.026,-967.957,657.319,425.233,-945.689,473.064,438.042,-1036.611,438.954,380.502,-894.271,334.455,430.841,-911.873,87.124,461.259,-888.287,37.943,389.496,-999.354,40.364,570.76,-1055.761,39.969,491.458,-1077.504,34.712,567.175,-1101.448,621.344,73.582,-1164.21,455.888,128.491,-1104.585,423.762,208.426,-1120.506,287.473,50.459,-1038.59,165.469,-88.366,-945.114,157.785,-120.13,-1126.78,76.314,-27.553,-1069.334,66.114,21.936,-1116.888,41.861,34.443
46,-1045.71,1639.596,260.752,-998.561,1580.494,335.763,-901.189,1560.469,275.641,-1076.466,1560.784,187.861,-982.519,1536.862,142.443,-882.162,1378.221,171.999,-854.952,1154.785,141.45,-1024.312,1295.924,263.361,-1064.22,1133.785,278.087,-938.319,1293.959,349.252,-791.538,1303.418,270.159,-800.233,1179.557,470.523,-825.52,1133.009,566.027,-860.633,1076.418,523.165,-904.291,1040.774,748.037,-984.281,1061.416,731.205,-879.931,1080.061,683.172,-989.66,1038.954,816.62,-934.768,1010.259,817.464,-1071.778,1303.216,133.091,-922.466,1309.234,53.592,-1008.335,1197.852,-51.053,-1058.598,1087.835,-105.298,-1001.704,1048.476,-61.165,-1106.094,877.231,-175.069,-1166.834,871.09,-123.032,-1110.86,974.363,-142.561,-1177.589,827.083,-156.252,-1125.462,806.319,-198.343,-968.289,957.033,348.109,-1099.039,961.427,285.379,-841.242,951.785,214.635,-1114.02,972.548,157.993,-900.398,957.556,125.323,-964.792,966.31,66.71,-968.099,657.234,421.506,-946.008,473.156,435.749,-1036.738,438.644,378.234,-894.523,334.557,429.586,-911.933,87.52,461.544,-888.094,38.192,390.001,-999.436,40.377,571.092,-1055.686,40.069,491.603,-1077.578,34.66,567.282,-1100.303,620.769,67.41,-1163.398,455.183,121.56,-1103.692,422.559,201.226,-1120.49,286.797,42.994,-1039.43,164.721,-96.268,-946.162,157.095,-128.466,-1127.204,75.256,-35.665,-1069.705,64.955,13.802,-1117.175,40.648,26.427
47,-1044.927,1638.59,254.754,-997.878,1579.538,329.84,-900.364,1559.622,269.86,-1075.462,1559.787,181.792,-981.414,1535.957,136.543,-880.995,1377.165,166.615,-853.617,1153.686,136.687,-1023.642,1295.088,257.324,-1063.627,1132.991,272.139,-938.091,1293.255,343.637,-790.836,1302.521,265.303,-800.785,1179.038,465.855,-827.195,1132.494,561.185,-862.072,1075.982,518.133,-909.949,1042.094,742.53,-989.287,1063.885,724.296,-883.93,1080.692,677.868,-996.409,1042.081,809.798,-942.006,1012.468,811.67,-1070.389,1302.167,126.774,-920.653,1308.034,48.134,-1005.774,1196.876,-56.967,-1055.9,1086.845,-111.815,-999.336,1047.557,-67.488,-1103.895,876.198,-181.265,-1164.601,870.18,-129.127,-1108.461,973.417,-148.956,-1175.305,825.972,-162.172,-1123.185,805.141,-204.231,-968.267,956.311,342.994,-1098.663,960.645,279.622,-840.54,950.739,210.331,-1112.975,971.61,152.143,-899.1,956.514,120.594,-963.179,965.16,61.616,-968.159,657.103,417.665,-946.262,473.239,433.219,-1036.849,438.318,375.678,-894.801,334.638,428.162,-912.141,87.916,461.837,-887.905,38.462,390.605,-999.628,40.407,571.486,-1055.655,40.17,491.814,-1077.724,34.6,567.487,-1099.064,620.164,61.048,-1162.31,454.395,114.454,-1102.463,421.4,193.743,-1120.323,285.964,35.552,-1040.305,163.578,-104.149,-947.273,156.103,-136.81,-1127.997,73.786,-43.386,-1070.152,63.467,5.771,-1117.521,39.118,18.595
48,-1044.182,1637.51,248.625,-997.186,1578.498,323.737,-899.537,1558.712,263.934,-1074.405,1558.665,175.585,-980.261,1534.97,130.467,-879.801,1376.057,160.959,-852.3,1152.489,131.725,-1022.922,1294.188,251.08,-1062.988,1132.121,265.975,-937.773,1292.448,337.767,-790.114,1301.54,260.171,-801.166,1178.26,460.793,-828.638,1131.644,555.923,-863.266,1075.214,512.646,-915.435,1042.915,736.37,-994.054,1065.901,716.733,-887.92,1080.895,671.929,-1002.998,1044.694,802.195,-949.16,1014.194,805.207,-1068.995,1301.063,120.285,-918.911,1306.794,42.46,-1003.29,1195.884,-63.13,-1053.42,1085.812,-118.405,-997.084,1046.553,-73.927,-1101.93,875.024,-187.39,-1162.514,869.182,-135.112,-1106.244,972.381,-155.384,-1173.352,824.831,-168.124,-1121.185,803.824,-209.987,-968.181,955.523,337.698,-1098.233,959.766,273.632,-839.772,949.61,205.772,-1111.883,970.651,146.08,-897.784,955.376,115.709,-961.68,964.041,56.521,-968.133,656.956,413.658,-946.388,473.277,430.42,-1036.964,437.956,372.862,-895.033,334.69,426.591,-912.498,88.209,461.933,-887.782,38.743,391.232,-999.962,40.334,571.695,-1055.689,40.289,492.072,-1077.886,34.517,567.688,-1097.654,619.483,54.444,-1160.906,453.511,107.166,-1100.451,420.244,185.579,-1120.021,284.953,28.064,-1041.174,162.001,-111.969,-948.278,154.684,-145.085,-1128.803,71.741,-50.915,-1070.494,61.623,-2.104,-1117.795,37.25,10.923
49,-1043.423,1636.303,242.33,-996.496,1577.348,317.535,-898.695,1557.778,257.951,-1073.347,1557.442,169.216,-979.058,1533.931,124.307,-878.591,1374.888,155.116,-851.009,1151.246,126.422,-1022.086,1293.188,244.668,-1062.336,1131.2,259.617,-937.346,1291.566,331.701,-789.223,1300.478,254.73,-801.329,1177.224,455.294,-829.909,1130.437,550.175,-864.216,1074.187,506.613,-920.714,1043.27,729.59,-997.864,1067.058,708.645,-891.529,1080.702,665.514,-1009.374,1046.76,793.872,-956.102,1015.414,798.01,-1067.494,1299.859,113.647,-917.168,1305.507,36.564,-1000.97,1194.835,-69.491,-1051.078,1084.74,-125.17,-994.858,1045.501,-80.48,-1100.149,873.692,-193.468,-1160.599,868.122,-141.04,-1104.165,971.234,-161.795,-1171.52,823.596,-173.851,-1119.396,802.359,-215.681,-967.686,954.635,332.194,-1097.751,958.809,267.421,-838.946,948.404,200.948,-1110.733,969.625,139.784,-896.471,954.144,110.607,-959.841,962.844,50.898,-967.968,656.761,409.452,-946.373,473.248,427.302,-1036.937,437.538,369.665,-895.217,334.647,424.799,-912.796,88.642,462.204,-887.689,39.01,391.851,-1000.143,40.394,572.138,-1055.735,40.366,492.277,-1078.061,34.403,567.899,-1096.099,618.757,47.623,-1159.241,452.492,99.764,-1098.756,419.102,177.913,-1119.564,283.756,20.562,-1042.095,160.009,-119.712,-949.337,152.817,-153.292,-1129.154,68.997,-58.339,-1070.475,59.346,-9.852,-1117.642,35.101,3.563
50,-1042.689,1634.998,235.952,-995.795,1576.083,311.205,-897.807,1556.778,251.83,-1072.276,1556.117,162.712,-977.866,1532.859,117.958,-877.326,1373.69,149.045,-849.666,1149.97,120.884,-1021.138,1292.102,238.077,-1061.579,1130.138,253.076,-936.813,1290.548,325.461,-788.27,1299.337,248.98,-801.302,1175.908,449.374,-830.886,1128.878,544,-864.87,1072.828,500.08,-925.77,1043.178,722.233,-1002.09,1068.052,699.774,-894.889,1080.068,658.578,-1015.563,1048.299,784.821,-962.869,1016.078,790.134,-1065.985,1298.601,106.852,-915.47,1304.199,30.491,-998.805,1193.719,-76.044,-1048.939,1083.585,-131.988,-992.823,1044.378,-87.168,-1098.51,872.279,-199.583,-1158.81,866.962,-146.895,-1102.254,969.991,-168.24,-1169.82,822.236,-179.375,-1117.836,800.79,-221.286,-967.478,953.602,326.34,-1097.238,957.774,260.982,-838.104,947.099,195.897,-1109.559,968.552,133.263,-895.083,952.823,105.244,-957.96,961.685,45.01,-967.71,656.526,405.036,-946.166,473.154,423.837,-1036.77,437.068,366.188,-895.309,334.538,422.762,-913.156,89.066,462.457,-887.693,39.256,392.504,-1000.394,40.46,572.587,-1055.723,40.327,492.553,-1078.244,34.25,568.167,-1094.409,617.982,40.657,-1157.367,451.429,92.185,-1096.63,417.881,170.005,-1118.91,282.377,13.086,-1042.913,157.62,-127.349,-950.567,150.621,-161.581,-1129.34,65.463,-65.811,-1069.932,57.974,-17.825,-1116.936,35.214,-2.77
51,-1041.968,1633.601,229.498,-995.087,1574.719,304.786,-896.904,1555.769,245.6,-1071.192,1554.731,156.097,-976.612,1531.796,111.553,-876.044,1372.488,142.712,-848.316,1148.685,115.004,-1020.105,1290.94,231.32,-1060.743,1129.053,246.378,-936.088,1289.41,318.96,-787.256,1298.133,242.943,-801.055,1174.368,443.065,-831.598,1126.979,537.439,-865.293,1071.148,493.074,-930.453,1042.707,714.412,-1006.883,1068.937,690.08,-898.018,1079.011,651.092,-1021.471,1049.246,775.085,-969.442,1016.19,781.46,-1064.417,1297.286,99.901,-913.544,1302.952,24.062,-996.814,1192.58,-82.793,-1046.988,1082.377,-138.904,-990.893,1043.217,-94.042,-1097.066,870.785,-205.677,-1157.159,865.74,-152.695,-1100.597,968.678,-174.645,-1168.302,820.857,-184.92,-1116.503,799.064,-226.811,-967.215,952.503,320.299,-1096.642,956.683,254.344,-837.192,945.755,190.563,-1108.307,967.454,126.529,-893.722,951.456,99.61,-956.241,960.394,38.988,-967.283,656.219,400.424,-945.732,472.972,419.932,-1036.378,436.512,362.351,-895.28,334.361,420.42,-913.595,89.491,462.629,-887.806,39.512,393.017,-1000.661,40.506,573.059,-1055.882,40.413,492.859,-1078.458,34.075,568.499,-1092.529,617.177,33.486,-1155.25,450.256,84.494,-1094.196,416.677,161.91,-1118.01,280.826,5.724,-1043.653,154.998,-134.895,-951.784,147.928,-169.959,-1129.026,61.695,-73.001,-1069.263,57.475,-25.034,-1115.513,36.309,-8.449
52,-1041.339,1632.149,222.945,-994.396,1573.276,298.245,-896,1554.775,239.282,-1070.116,1553.265,149.364,-975.331,1530.734,105.006,-874.688,1371.28,136.178,-846.955,1147.381,108.841,-1018.978,1289.725,224.357,-1059.864,1127.932,239.438,-935.198,1288.138,312.22,-786.19,1296.873,236.592,-800.647,1172.544,436.262,-831.982,1124.772,530.453,-865.536,1069.183,485.563,-935.029,1041.705,705.839,-1010.609,1068.972,679.959,-900.753,1077.586,643.187,-1027.127,1049.648,764.705,-975.743,1015.81,772.166,-1062.981,1296.054,92.865,-911.894,1301.656,17.429,-994.991,1191.414,-89.734,-1045.214,1081.094,-145.87,-989.116,1042.024,-101.079,-1095.945,869.187,-211.632,-1155.668,864.472,-158.483,-1099.14,967.277,-181.093,-1166.609,819.234,-189.889,-1115.374,797.331,-232.373,-966.909,951.397,314.001,-1096.049,955.584,247.455,-836.252,944.42,184.907,-1107.049,966.332,119.611,-892.348,950.067,93.689,-954.487,959.109,32.721,-966.652,655.861,395.473,-945.141,472.742,415.675,-1035.816,435.948,358.185,-895.09,334.14,417.788,-914.023,89.924,462.742,-888.027,39.745,393.476,-1000.893,40.576,573.521,-1056.038,40.477,493.175,-1078.663,33.932,568.814,-1090.521,616.248,26.092,-1152.896,449.036,76.77,-1091.462,415.51,153.737,-1116.837,279.084,-1.532,-1044.258,151.925,-142.186,-952.984,144.577,-178.275,-1128.393,58.643,-78.938,-1068.155,57.089,-31.304,-1114.083,38.044,-12.844
53,-1040.742,1630.584,216.312,-993.745,1571.777,291.61,-895.117,1553.79,232.89,-1068.999,1551.717,142.467,-974.001,1529.655,98.347,-873.346,1370.048,129.352,-845.571,1146.094,102.327,-1017.799,1288.504,217.255,-1058.953,1126.748,232.264,-934.229,1286.824,305.298,-784.991,1295.546,229.88,-800.069,1170.495,429.068,-832.274,1122.262,522.968,-865.478,1066.939,477.578,-939.365,1040.252,696.63,-1013.962,1068.44,669.368,-903.57,1075.682,634.514,-1032.52,1049.456,753.632,-981.172,1015.188,762.84,-1061.562,1294.837,85.67,-910.254,1300.398,10.534,-993.35,1190.176,-96.89,-1043.648,1079.748,-152.97,-987.401,1040.795,-108.271,-1094.892,867.555,-217.786,-1154.331,863.166,-164.262,-1097.802,965.825,-187.568,-1165.453,817.769,-195.326,-1114.508,795.544,-237.965,-966.569,950.231,307.34,-1095.415,954.487,240.262,-835.35,943.038,178.926,-1105.806,965.178,112.369,-890.98,948.685,87.474,-952.748,957.745,26.17,-965.791,655.402,390.047,-944.351,472.537,411.048,-1035.095,435.319,353.662,-894.799,333.886,414.884,-914.468,90.387,462.746,-888.291,39.997,393.859,-1001.08,40.648,573.918,-1056.187,40.535,493.482,-1078.825,33.816,569.112,-1088.433,615.259,18.421,-1150.297,447.702,68.922,-1088.531,414.417,145.469,-1115.398,277.128,-8.634,-1044.653,148.46,-149.141,-954.033,140.589,-186.217,-1126.84,55.643,-83.752,-1066.588,56.512,-36.656,-1112.203,40.416,-16.401
54,-1040.226,1628.904,209.586,-993.137,1570.176,284.882,-894.271,1552.796,226.411,-1067.872,1550.07,135.513,-972.635,1528.566,91.572,-871.973,1368.773,122.318,-844.211,1144.745,95.478,-1016.567,1287.234,209.918,-1057.974,1125.549,224.838,-933.131,1285.438,298.135,-783.696,1294.136,222.852,-799.334,1168.164,421.469,-832.428,1119.425,515.032,-865.244,1064.393,469.066,-943.495,1038.291,686.751,-1017.061,1067.445,658.16,-906.019,1073.35,625.397,-1037.579,1048.707,741.985,-986.548,1013.766,752.346,-1060.194,1293.635,78.29,-908.754,1299.088,3.417,-991.898,1188.915,-104.238,-1042.28,1078.334,-160.109,-985.847,1039.511,-115.587,-1094.109,865.843,-223.878,-1153.2,861.813,-170.048,-1096.698,964.338,-194.078,-1164.489,816.234,-200.791,-1113.8,793.699,-243.58,-966.194,949.057,300.376,-1094.741,953.387,232.841,-834.431,941.651,172.612,-1104.607,964.037,104.878,-889.643,947.272,80.943,-951.112,956.318,19.303,-964.78,654.868,384.241,-943.333,472.296,406.162,-1034.175,434.694,348.945,-894.34,333.64,411.769,-914.932,90.915,462.686,-888.649,40.258,394.164,-1001.262,40.718,574.291,-1056.392,40.678,493.764,-1078.965,33.689,569.395,-1086.32,614.153,10.528,-1147.54,446.267,61.025,-1085.323,413.305,137.078,-1113.784,274.902,-15.363,-1044.882,144.582,-155.485,-954.751,136.231,-193.468,-1125.432,53.154,-87.739,-1064.666,55.975,-40.885,-1110.006,42.525,-19.776
55,-1039.742,1627.141,202.763,-992.607,1568.479,278.054,-893.436,1551.786,219.837,-1066.732,1548.321,128.432,-971.241,1527.457,84.692,-870.613,1367.437,115.066,-842.851,1143.407,88.314,-1015.313,1285.961,202.471,-1056.961,1124.342,217.195,-931.93,1283.981,290.713,-782.34,1292.66,215.506,-798.46,1165.627,413.445,-832.383,1116.278,506.619,-864.862,1061.633,460.079,-947.328,1035.815,676.287,-1019.434,1065.694,646.496,-908.266,1070.617,615.735,-1042.321,1047.33,729.726,-992.436,1011.614,740.766,-1058.824,1292.465,70.796,-907.267,1297.786,-3.941,-990.608,1187.617,-111.719,-1041.099,1076.895,-167.319,-984.44,1038.2,-122.997,-1093.524,864.131,-230.022,-1152.205,860.466,-175.808,-1095.74,962.796,-200.6,-1163.747,814.739,-206.249,-1113.329,791.869,-249.211,-965.734,947.814,293.015,-1094.054,952.257,225.115,-833.455,940.265,165.912,-1103.44,962.896,97.131,-888.326,945.869,74.032,-949.521,954.924,12.138,-963.725,654.298,378.023,-942.281,472.141,401.081,-1033.088,434.059,344.024,-893.804,333.417,408.542,-915.393,91.519,462.611,-889.08,40.629,394.444,-1001.394,40.798,574.723,-1056.57,40.801,494.102,-1079.115,33.59,569.714,-1084.267,612.981,2.378,-1144.651,444.802,53.087,-1081.973,412.331,128.626,-1112.156,272.402,-21.656,-1045.04,140.31,-161.128,-955.332,131.357,-199.865,-1124.033,50.389,-91.53,-1063.459,55.033,-45.291,-1108.297,44.617,-22.883
56,-1039.303,1625.32,195.886,-992.041,1566.714,271.144,-892.599,1550.753,213.186,-1065.54,1546.536,121.225,-969.812,1526.369,77.739,-869.198,1366.146,107.604,-841.502,1142.1,80.798,-1013.997,1284.695,194.842,-1055.872,1123.09,209.317,-930.586,1282.464,283.118,-780.904,1291.115,207.851,-797.46,1162.877,404.982,-832.169,1112.867,497.774,-864.28,1058.646,450.573,-950.825,1032.883,665.206,-1021.948,1063.729,634.23,-910.311,1067.434,605.459,-1046.732,1045.395,716.904,-997.517,1008.973,728.771,-1057.51,1291.321,63.191,-905.884,1296.519,-11.507,-989.44,1186.333,-119.375,-1040.108,1075.468,-174.629,-983.212,1036.946,-130.5,-1093.042,862.458,-236.239,-1151.385,859.083,-181.588,-1095.012,961.265,-207.168,-1163.173,813.221,-211.724,-1113.045,790.097,-254.918,-965.095,946.557,285.247,-1093.267,951.154,217.109,-832.412,938.911,158.776,-1102.372,961.77,89.109,-887.024,944.534,66.756,-948.06,953.623,4.695,-962.617,653.733,371.374,-941.108,472.051,395.859,-1031.912,433.491,338.982,-893.181,333.276,405.204,-915.96,92.277,462.538,-889.674,41.107,394.679,-1001.615,40.862,575.117,-1056.777,40.938,494.487,-1079.291,33.444,570.023,-1082.23,611.82,-6.027,-1141.607,443.309,45.196,-1078.541,411.486,120.039,-1110.517,269.641,-27.482,-1045.158,135.857,-166.103,-955.837,125.569,-205.578,-1124.731,48.64,-94.101,-1063.555,54.647,-48.42,-1107.544,45.699,-25.309
57,-1038.87,1623.452,188.927,-991.465,1564.905,264.171,-891.772,1549.726,206.49,-1064.318,1544.747,113.944,-968.37,1525.315,70.73,-867.783,1364.851,100.002,-840.162,1140.823,72.989,-1012.566,1283.406,187.112,-1054.654,1121.818,201.283,-929.101,1280.916,275.336,-779.352,1289.571,199.968,-796.264,1159.958,396.164,-831.762,1109.209,488.452,-863.55,1055.452,440.561,-954.007,1029.466,653.638,-1024.28,1061.269,621.467,-911.989,1063.897,594.785,-1050.694,1042.842,703.576,-1002.21,1005.773,716.158,-1056.243,1290.269,55.505,-904.594,1295.281,-19.167,-988.396,1185.09,-127.143,-1039.304,1074.149,-182.038,-982.101,1035.707,-138.128,-1092.736,860.81,-242.426,-1150.662,857.739,-187.319,-1094.409,959.764,-213.745,-1162.754,811.761,-217.18,-1112.939,788.389,-260.647,-964.238,945.231,277.14,-1092.35,950.015,208.905,-831.265,937.545,151.23,-1101.311,960.684,80.9,-885.716,943.251,59.113,-946.664,952.413,-3.048,-961.534,653.258,364.356,-939.896,472.047,390.475,-1030.652,432.956,333.877,-892.481,333.187,401.704,-916.583,93.185,462.52,-890.408,41.744,394.942,-1001.821,40.922,575.615,-1057.052,41.176,495.007,-1079.463,33.329,570.445,-1080.379,610.753,-14.621,-1138.714,441.939,37.28,-1075.23,410.829,111.561,-1108.744,266.841,-32.914,-1045.047,131.328,-170.149,-956.015,119.386,-210.284,-1125.958,47.671,-94.942,-1063.86,54.247,-50.208,-1107.895,45.97,-25.96
58,-1038.413,1621.58,181.917,-990.878,1563.074,257.114,-890.893,1548.757,199.753,-1063.103,1542.962,106.532,-966.831,1524.29,63.647,-866.317,1363.572,92.25,-838.814,1139.597,64.9,-1011.066,1282.102,179.294,-1053.335,1120.534,193.103,-927.465,1279.301,267.4,-777.683,1288.016,191.87,-794.931,1156.894,386.984,-831.17,1105.279,478.635,-862.607,1052.102,430.005,-956.835,1025.566,641.451,-1025.974,1058.21,608.241,-913.427,1059.98,583.566,-1054.257,1039.701,689.721,-1006.429,1001.987,702.97,-1055.152,1289.371,47.859,-903.431,1294.092,-26.972,-987.479,1183.903,-134.981,-1038.59,1072.856,-189.486,-981.072,1034.467,-145.844,-1092.58,859.268,-248.707,-1150.072,856.426,-193.109,-1093.975,958.306,-220.346,-1162.448,810.366,-222.707,-1112.974,786.768,-266.432,-963.118,943.869,268.615,-1091.203,948.889,200.461,-829.932,936.168,143.209,-1100.279,959.689,72.509,-884.384,942.065,51.037,-945.336,951.364,-11.092,-960.438,652.941,356.919,-938.594,472.157,384.963,-1029.357,432.504,328.573,-891.705,333.201,398.02,-917.273,94.319,462.541,-891.357,42.554,395.171,-1002.027,41.005,576.137,-1057.352,41.471,495.587,-1079.659,33.202,570.854,-1078.722,609.872,-23.257,-1136.139,440.655,29.412,-1072.296,410.263,103.325,-1106.904,264.109,-37.983,-1044.057,126.867,-173.227,-955.313,113.635,-213.919,-1126.03,47.236,-95.677,-1063.685,53.903,-51.346,-1107.49,46.152,-26.643
